Run 61
Depot,55.93302,-3.213618,17:14
Visit 62,55.948875419413035,-3.2109344206736177,  17:14
Visit 876,55.95911683306497,-3.2113507213074777,  17:27
Visit 267,55.965667946001716,-3.2346110768043697,  17:39
Visit 413,55.96124592886542,-3.220824543231007,  17:49
Visit 248,55.9609471896316,-3.2208573146885264,  17:58
Visit 957,55.95883481316675,-3.2174770364253766,  18:03
Visit 463,55.956093452737896,-3.219868760449954,  18:09
Visit 371,55.95519484145991,-3.2202312825571866,  18:16
Visit 644,55.96227318458865,-3.216243750303608,  18:22
Visit 346,55.95485837539165,-3.222489361216431,  18:30
Depot,55.93302,-3.213618,19:12
