Run 19
Depot,55.93302,-3.213618,00:07
Visit 95,55.92894620659821,-3.2222684668126362,  00:07
Visit 660,55.929838420744325,-3.222825940480729,  00:14
Visit 811,55.93098250618945,-3.2223181894797466,  00:19
Visit 668,55.930460710730216,-3.221180864934965,  00:26
Visit 759,55.93156942826705,-3.221205917557381,  00:32
Visit 752,55.93156397684294,-3.2191608652546932,  00:37
Visit 147,55.93175798105687,-3.2186198577873637,  00:42
Visit 935,55.930835441957484,-3.21836375723306,  00:48
Visit 78,55.930274719476884,-3.218688095319475,  00:54
Visit 351,55.93027780775308,-3.218003063455988,  00:59
Visit 436,55.929937004946574,-3.21801686164362,  01:05
Visit 993,55.928871146318876,-3.2182925230602573,  01:10
Visit 241,55.92813597996313,-3.219108583642291,  01:20
Visit 58,55.92670698279276,-3.2188999954402915,  01:25
Visit 516,55.92635826055686,-3.218977090106965,  01:31
Visit 886,55.92631227035881,-3.2177330433098277,  01:38
Visit 887,55.92666567186911,-3.2160144704324214,  01:43
Visit 622,55.92721538858575,-3.2162190345341934,  01:49
Visit 881,55.92765876653536,-3.2156680645185203,  01:54
Visit 865,55.92905425537246,-3.2145921832258932,  02:02
Visit 449,55.930102372234636,-3.213217397207128,  02:09
Visit 760,55.93045126639638,-3.2133010888362183,  02:15
Visit 695,55.931344560078635,-3.2122509135356685,  02:21
Depot,55.93302,-3.213618,02:36
