Run 6
Depot,55.93302,-3.213618,20:56
Visit 902,55.92799912806925,-3.1938819903746762,  20:56
Visit 904,55.928001030659516,-3.193824897263247,  21:08
Visit 388,55.92616969560877,-3.1925824795415485,  21:13
Visit 783,55.92573680878145,-3.1925981566572803,  21:18
Visit 726,55.92420950184416,-3.192188101362823,  21:24
Visit 45,55.92348704962871,-3.193324827186122,  21:29
Visit 173,55.92259519274417,-3.1924670979712215,  21:34
Visit 953,55.92116216744452,-3.1938364926645875,  21:43
Visit 172,55.92106507113994,-3.1941731310867794,  21:54
Visit 558,55.92023190441304,-3.193828749353875,  21:59
Visit 900,55.91928186139913,-3.195196754251411,  22:11
Visit 176,55.917353756267694,-3.1939852957406845,  22:16
Visit 389,55.91670835386202,-3.194015410586739,  22:23
Visit 387,55.91664425968159,-3.1944169572736403,  22:28
Depot,55.93302,-3.213618,23:02
