Run 2
Depot,55.93302,-3.213618,11:35
Visit 343,55.94167726243215,-3.2171864426182943,  11:35
Visit 333,55.942473989928715,-3.2165223532203373,  11:47
Visit 60,55.942845970366555,-3.216629557727103,  11:55
Visit 830,55.94231215943548,-3.215663127117065,  12:01
Visit 763,55.94277471422228,-3.2147070275333465,  12:07
Visit 915,55.94248310021582,-3.211493005951881,  12:12
Visit 245,55.94359541058011,-3.214709509275111,  12:18
Visit 148,55.9437322230173,-3.2145356756472734,  12:26
Visit 150,55.94500429465398,-3.214860839754219,  12:31
Visit 710,55.94589587631002,-3.2143347566613323,  12:37
Visit 860,55.94668525558732,-3.2146346242352903,  12:42
Visit 24,55.94692820006981,-3.2137783894857463,  12:48
Visit 110,55.94616591285085,-3.2126451869037806,  12:54
Visit 465,55.945528943804774,-3.2129821640835083,  13:00
Visit 448,55.94457037308661,-3.2131205383337424,  13:08
Visit 597,55.94357186857522,-3.212661098742189,  13:15
Depot,55.93302,-3.213618,13:47
