Run 43
Depot,55.93302,-3.213618,01:51
Visit 960,55.9410628182531,-3.2232464252351325,  01:51
Visit 169,55.94136396541298,-3.2237962152539783,  02:01
Visit 92,55.94128459347069,-3.2252325334974743,  02:06
Visit 195,55.939634219422224,-3.227950413395491,  02:12
Visit 719,55.93833280122057,-3.2280905732896548,  02:20
Visit 502,55.937910310794145,-3.2286929862814997,  02:27
Visit 984,55.93656458789358,-3.228773666307429,  02:32
Visit 153,55.9358893430512,-3.2295791266323293,  02:39
Visit 990,55.93591323481756,-3.2296557284562737,  02:44
Visit 275,55.9374765360488,-3.230201623037834,  02:49
Visit 579,55.93819478438187,-3.230523110545686,  02:57
Visit 216,55.93915899844722,-3.230478416206168,  03:03
Visit 107,55.939254484085104,-3.2302980065078093,  03:08
Visit 615,55.94015959360643,-3.229002140935373,  03:13
Visit 409,55.94102184221194,-3.2296430894989694,  03:19
Visit 674,55.94128894858023,-3.229090951289165,  03:25
Depot,55.93302,-3.213618,03:57
