Run 31
Depot,55.93302,-3.213618,01:13
Visit 531,55.91656690435311,-3.226158587931707,  01:13
Visit 114,55.91669821582814,-3.225533334131102,  01:26
Visit 13,55.916534056957346,-3.225206321920897,  01:32
Visit 3,55.915920091679055,-3.2258156056272473,  01:37
Visit 662,55.9188929917631,-3.2255810376394516,  01:43
Visit 396,55.91929214636022,-3.22550577023707,  01:50
Visit 623,55.919771412301756,-3.225497246331148,  01:55
Visit 686,55.92002562487059,-3.2255623621774845,  02:00
Visit 807,55.91992799987848,-3.2269773986343813,  02:05
Visit 327,55.91952116425858,-3.2284427084035574,  02:11
Visit 489,55.91948166531703,-3.2294092127383625,  02:16
Visit 138,55.919141805590364,-3.2299248115453283,  02:21
Visit 890,55.918623428211475,-3.2295405564830215,  02:26
Visit 249,55.91984807488261,-3.230406408349829,  02:31
Visit 962,55.92972469778911,-3.2145681819074357,  02:36
Depot,55.93302,-3.213618,02:57
