Run 46
Depot,55.93302,-3.213618,08:37
Visit 802,55.937001560113934,-3.2260264063792623,  08:37
Visit 988,55.93437750741815,-3.2257492414457225,  08:46
Visit 398,55.93440724558799,-3.2253597207605513,  08:52
Visit 607,55.93486219583738,-3.2276729149188874,  08:57
Visit 578,55.93321165943901,-3.22854996423708,  09:02
Visit 497,55.93299215722158,-3.2296623290543915,  09:08
Visit 657,55.93354275842626,-3.230198678496502,  09:14
Visit 608,55.93403003580621,-3.229706438011717,  09:20
Visit 495,55.933036859106814,-3.233673243586306,  09:26
Visit 410,55.93311876211305,-3.2344107494280894,  09:34
Visit 691,55.93281382734811,-3.236002008789964,  09:40
Visit 616,55.933395178007764,-3.236437811539025,  09:45
Visit 122,55.9353269496618,-3.2361695527891055,  09:50
Visit 193,55.93622244830782,-3.2364931857391337,  09:57
Visit 411,55.93473374788541,-3.2345413258843494,  10:02
Visit 664,55.936543613083074,-3.2334596410597642,  10:08
Visit 673,55.939194012586306,-3.2342931853233883,  10:15
Visit 745,55.94201109916478,-3.2354285600982315,  10:20
Depot,55.93302,-3.213618,10:58
