8,13
11,16
8,13
13,18
8,13
11,16
13,18
10,15
13,18
15,20
10,15
8,13
9,14
9,14
10,15
13,18
17,22
15,20
9,14
13,18
13,18
12,17
16,21
9,14
12,17
16,21
13,18
9,14
16,21
16,21
14,19
9,14
13,18
14,19
14,19
9,14
9,14
10,15
13,18
10,15
14,19
17,22
17,22
14,19
14,19
11,16
13,18
9,14
9,14
16,21
11,16
10,15
9,14
16,21
14,19
15,20
8,13
17,22
15,20
11,16
12,17
10,15
11,16
8,13
11,16
11,16
9,14
11,16
11,16
9,14
12,17
14,19
9,14
9,14
17,22
11,16
8,13
15,20
11,16
12,17
16,21
15,20
12,17
8,13
9,14
15,20
9,14
13,18
9,14
16,21
13,18
9,14
13,18
16,21
8,13
11,16
13,18
9,14
11,16
10,15
8,13
