Ch2 tests
./data/A-n32-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 784),
./data/A-n32-k5.vrp,VEH,5,6857.344851095049
./data/A-n32-k5.vrp,CUST,5,5457.466242677044
./data/A-n32-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 784),
./data/A-n32-k5.vrp,VEH,5,6939.776085629263
./data/A-n32-k5.vrp,CUST,5,5443.4307032456745
./data/A-n32-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 784),
./data/A-n32-k5.vrp,VEH,5,7294.692998191638
./data/A-n32-k5.vrp,CUST,5,5469.803627421805
./data/A-n32-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 784),
./data/A-n32-k5.vrp,VEH,5,7122.66087609205
./data/A-n32-k5.vrp,CUST,5,5465.081908110745
./data/A-n32-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 784),
./data/A-n32-k5.vrp,VEH,5,6753.220109548578
./data/A-n32-k5.vrp,CUST,5,5439.792772492185
./data/A-n32-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 784),
./data/A-n32-k5.vrp,VEH,5,7362.775567661414
./data/A-n32-k5.vrp,CUST,5,5465.241158160938
./data/A-n32-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 784),
./data/A-n32-k5.vrp,VEH,5,7645.569072993705
./data/A-n32-k5.vrp,CUST,5,5464.937299777086
./data/A-n32-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 784),
./data/A-n32-k5.vrp,VEH,5,7042.3067955469405
./data/A-n32-k5.vrp,CUST,5,5437.876824169825
./data/A-n32-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 784),
./data/A-n32-k5.vrp,VEH,5,7082.342317353753
./data/A-n32-k5.vrp,CUST,5,5465.028351337069
./data/A-n32-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 784),
./data/A-n32-k5.vrp,VEH,5,7085.488058309791
./data/A-n32-k5.vrp,CUST,5,5457.120644859359
./data/A-n33-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 661),
./data/A-n33-k5.vrp,VEH,5,5024.46874794061
./data/A-n33-k5.vrp,CUST,6,3447.269762119011
./data/A-n33-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 661),
./data/A-n33-k5.vrp,VEH,5,5091.681184866503
./data/A-n33-k5.vrp,CUST,6,3460.9329755608874
./data/A-n33-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 661),
./data/A-n33-k5.vrp,VEH,5,5171.249052780409
./data/A-n33-k5.vrp,CUST,6,3338.079018601702
./data/A-n33-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 661),
./data/A-n33-k5.vrp,VEH,5,4859.207750676886
./data/A-n33-k5.vrp,CUST,6,3432.005311743092
./data/A-n33-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 661),
./data/A-n33-k5.vrp,VEH,5,5155.28758932123
./data/A-n33-k5.vrp,CUST,6,3584.2754711566554
./data/A-n33-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 661),
./data/A-n33-k5.vrp,VEH,5,4855.1636738959505
./data/A-n33-k5.vrp,CUST,6,3429.122740128819
./data/A-n33-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 661),
./data/A-n33-k5.vrp,VEH,5,4878.707479295996
./data/A-n33-k5.vrp,CUST,5,3793.061525079724
./data/A-n33-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 661),
./data/A-n33-k5.vrp,VEH,5,4777.525405338684
./data/A-n33-k5.vrp,CUST,6,3393.170575598891
./data/A-n33-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 661),
./data/A-n33-k5.vrp,VEH,5,4795.75902812018
./data/A-n33-k5.vrp,CUST,6,3413.8495075654328
./data/A-n33-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 661),
./data/A-n33-k5.vrp,VEH,5,4928.630258225916
./data/A-n33-k5.vrp,CUST,6,3449.3947743742247
./data/A-n33-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 742),
./data/A-n33-k6.vrp,VEH,6,4236.491298663458
./data/A-n33-k6.vrp,CUST,7,2900.1415843513223
./data/A-n33-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 742),
./data/A-n33-k6.vrp,VEH,6,4837.718692556254
./data/A-n33-k6.vrp,CUST,7,2910.4831062523044
./data/A-n33-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 742),
./data/A-n33-k6.vrp,VEH,6,4653.746655100013
./data/A-n33-k6.vrp,CUST,7,2872.4319757929525
./data/A-n33-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 742),
./data/A-n33-k6.vrp,VEH,6,4404.513734860314
./data/A-n33-k6.vrp,CUST,7,2897.689747984587
./data/A-n33-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 742),
./data/A-n33-k6.vrp,VEH,6,4118.447778108995
./data/A-n33-k6.vrp,CUST,7,2872.2891218562654
./data/A-n33-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 742),
./data/A-n33-k6.vrp,VEH,6,4021.984854337488
./data/A-n33-k6.vrp,CUST,7,2899.750693074274
./data/A-n33-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 742),
./data/A-n33-k6.vrp,VEH,6,4800.303784894194
./data/A-n33-k6.vrp,CUST,7,2896.606742728455
