11,19
9,17
11,19
8,16
9,17
8,16
9,17
12,20
8,16
10,18
12,20
9,17
8,16
12,20
11,19
14,22
14,22
11,19
14,22
11,19
11,19
9,17
13,21
14,22
14,22
12,20
14,22
14,22
10,18
8,16
14,22
10,18
14,22
14,22
13,21
8,16
8,16
8,16
9,17
13,21
13,21
12,20
8,16
10,18
14,22
9,17
10,18
13,21
10,18
8,16
14,22
12,20
8,16
9,17
10,18
9,17
9,17
11,19
10,18
11,19
10,18
10,18
9,17
13,21
11,19
14,22
12,20
13,21
13,21
9,17
8,16
12,20
11,19
14,22
9,17
14,22
14,22
13,21
13,21
11,19
12,20
13,21
11,19
14,22
13,21
9,17
8,16
14,22
13,21
13,21
11,19
10,18
10,18
8,16
13,21
9,17
14,22
9,17
11,19
10,18
14,22
