16,17
16,17
18,19
10,11
18,19
14,15
19,20
11,12
15,16
17,18
19,20
8,9
16,17
12,13
18,19
17,18
10,11
14,15
14,15
21,22
13,14
15,16
10,11
10,11
12,13
14,15
12,13
13,14
9,10
20,21
12,13
18,19
17,18
21,22
11,12
18,19
19,20
16,17
17,18
21,22
13,14
10,11
18,19
15,16
21,22
10,11
9,10
13,14
12,13
16,17
21,22
17,18
21,22
20,21
11,12
16,17
20,21
15,16
16,17
12,13
18,19
14,15
17,18
16,17
16,17
10,11
18,19
11,12
13,14
8,9
19,20
21,22
19,20
11,12
9,10
19,20
10,11
16,17
20,21
16,17
17,18
11,12
9,10
18,19
18,19
14,15
19,20
15,16
10,11
10,11
17,18
15,16
19,20
12,13
18,19
16,17
8,9
10,11
9,10
21,22
18,19
