12,16
12,16
18,22
16,20
18,22
14,18
12,16
16,20
12,16
8,12
13,17
10,14
13,17
11,15
12,16
16,20
10,14
14,18
8,12
18,22
12,16
11,15
17,21
11,15
8,12
13,17
15,19
16,20
11,15
9,13
8,12
15,19
12,16
12,16
13,17
10,14
9,13
9,13
8,12
17,21
10,14
10,14
13,17
10,14
18,22
13,17
15,19
15,19
15,19
16,20
15,19
15,19
8,12
16,20
9,13
10,14
8,12
8,12
9,13
9,13
10,14
15,19
14,18
13,17
17,21
10,14
15,19
11,15
11,15
13,17
18,22
13,17
17,21
14,18
9,13
8,12
18,22
16,20
8,12
15,19
17,21
11,15
10,14
8,12
13,17
11,15
15,19
12,16
17,21
9,13
11,15
15,19
16,20
16,20
14,18
10,14
15,19
17,21
11,15
8,12
18,22
