16,19
16,19
19,22
11,14
9,12
11,14
10,13
12,15
16,19
14,17
19,22
15,18
15,18
10,13
19,22
19,22
9,12
15,18
18,21
17,20
15,18
15,18
15,18
9,12
16,19
12,15
8,11
16,19
13,16
9,12
9,12
19,22
8,11
17,20
14,17
10,13
18,21
12,15
9,12
12,15
9,12
18,21
15,18
14,17
11,14
18,21
19,22
11,14
13,16
12,15
8,11
12,15
12,15
15,18
15,18
9,12
9,12
11,14
16,19
9,12
17,20
14,17
11,14
14,17
12,15
15,18
12,15
13,16
8,11
16,19
16,19
9,12
14,17
8,11
19,22
18,21
16,19
14,17
11,14
18,21
18,21
16,19
19,22
8,11
11,14
13,16
9,12
17,20
16,19
13,16
10,13
8,11
12,15
10,13
10,13
13,16
12,15
9,12
9,12
19,22
13,16
