Run 48
Depot,55.93302,-3.213618,13:02
Visit 600,55.939469065692165,-3.2150041064820902,  13:02
Visit 920,55.95218032011712,-3.230873661726739,  13:11
Visit 335,55.95184809542022,-3.2328069679801987,  13:24
Visit 614,55.9496162324852,-3.232587945952501,  13:30
Visit 405,55.949600579357806,-3.2313760384782015,  13:39
Visit 334,55.95018856499166,-3.2310113143642383,  13:44
Visit 403,55.94835342645089,-3.230483419317343,  13:49
Visit 546,55.947864156140085,-3.2304989582328267,  13:58
Visit 262,55.94745546239359,-3.230121205198221,  14:03
Visit 899,55.947239018157816,-3.2302603784827757,  14:08
Visit 230,55.950031181394785,-3.2279181552688216,  14:14
Visit 342,55.9508339720295,-3.2267817779295123,  14:24
Depot,55.93302,-3.213618,15:04
