Run 23
Depot,55.93302,-3.213618,09:42
Visit 39,55.904582028385605,-3.217613834040931,  09:42
Visit 422,55.906102697745894,-3.2158819118267172,  09:58
Visit 553,55.90673283952158,-3.2161878574701124,  10:08
Visit 800,55.909327896468966,-3.2147050045256607,  10:13
Visit 65,55.9119886975749,-3.2152035157737497,  10:20
Visit 392,55.91200315486021,-3.2158804699761587,  10:26
Visit 944,55.91219488103578,-3.2159433624501284,  10:32
Visit 38,55.912677277944965,-3.215221325567163,  10:37
Visit 198,55.91396537583959,-3.2153808589000015,  10:42
Visit 946,55.914447114611946,-3.2154650948747934,  10:48
Visit 420,55.91443821759813,-3.2151173360262253,  10:55
Visit 789,55.91566946262028,-3.216502988697168,  11:03
Visit 801,55.9155753701231,-3.217659585940952,  11:10
Depot,55.93302,-3.213618,11:39
