Run 27
Depot,55.93302,-3.213618,17:31
Visit 359,55.91444656537774,-3.2060228662514803,  17:31
Visit 805,55.91497975116527,-3.2053777209379657,  17:45
Visit 71,55.91599221642597,-3.205894551882394,  17:50
Visit 721,55.91410840025024,-3.203569855973632,  17:56
Visit 924,55.91140191366901,-3.2053126802716347,  18:01
Visit 978,55.91040817828471,-3.20517006879068,  18:10
Visit 43,55.90915532804682,-3.205013268452322,  18:15
Visit 560,55.908618618005015,-3.2027016617907305,  18:22
Visit 722,55.90481755242668,-3.2005311697267236,  18:28
Visit 977,55.903293737608045,-3.2041558090409286,  18:38
Visit 204,55.904784790499846,-3.205081140359663,  18:47
Visit 925,55.904661215320864,-3.2062342281654166,  18:53
Depot,55.93302,-3.213618,19:27
