Run 24
Depot,55.93302,-3.213618,11:39
Visit 269,55.915530268567935,-3.217688886067028,  11:39
Visit 36,55.9144577610727,-3.21686702558898,  11:51
Visit 199,55.91448679319326,-3.2168279531861996,  11:56
Visit 1,55.91445283578155,-3.216810158041056,  12:01
Visit 7,55.913257085747595,-3.217864697717072,  12:06
Visit 35,55.91379906067184,-3.2183593606640715,  12:11
Visit 791,55.91431203212356,-3.2184363420090394,  12:17
Visit 625,55.91407753274021,-3.219429001080879,  12:22
Visit 945,55.91305827444373,-3.219284853127539,  12:28
Visit 486,55.913460631220524,-3.2204839570600123,  12:34
Visit 798,55.91267967169368,-3.2205758164058427,  12:40
Visit 15,55.9107686002228,-3.220888710952838,  12:46
Visit 624,55.91101794570438,-3.2195802421578046,  12:52
Visit 270,55.91207542097637,-3.218269240400151,  12:58
Depot,55.93302,-3.213618,13:28
