Run 44
Depot,55.93302,-3.213618,03:57
Visit 190,55.942334384314805,-3.230642261371031,  03:57
Visit 407,55.942841251042395,-3.2326955562994226,  04:09
Visit 323,55.941821239546215,-3.2330621129524464,  04:16
Visit 192,55.93969839152388,-3.2328840031967405,  04:24
Visit 986,55.939226464625,-3.2320425714384773,  04:32
Visit 340,55.937524616228266,-3.23136714898667,  04:37
Visit 501,55.93692492774887,-3.232109226635002,  04:43
Visit 744,55.93656258185399,-3.2316564575925764,  04:49
Visit 399,55.93502933255996,-3.2325448701569335,  04:54
Visit 576,55.93474654631623,-3.23237164262322,  05:00
Visit 577,55.933681937304485,-3.2324210312629216,  05:05
Visit 90,55.93348723351689,-3.231659808358101,  05:13
Visit 93,55.93226695696663,-3.2320216232511734,  05:19
Visit 688,55.93053153523843,-3.232178460990219,  05:27
Visit 555,55.930549829233264,-3.2315198805749645,  05:36
Visit 655,55.930092610642454,-3.231265998842038,  05:44
Visit 862,55.92902398284055,-3.230693201936029,  05:49
Depot,55.93302,-3.213618,06:13
