Run 57
Depot,55.93302,-3.213618,07:15
Visit 998,55.93950041214469,-3.2102722628054345,  07:15
Visit 163,55.939913009773235,-3.211233259514734,  07:23
Visit 933,55.9404015659313,-3.21113624553226,  07:29
Visit 324,55.94002482837571,-3.2118077798621036,  07:34
Visit 835,55.939286383858935,-3.2124932010366622,  07:39
Visit 534,55.94115174366116,-3.213686360658218,  07:44
Visit 586,55.94218580500837,-3.213888166572692,  07:50
Visit 670,55.94093838339092,-3.215211978739251,  07:56
Visit 712,55.93897837770505,-3.216098096053321,  08:02
Visit 858,55.940981376723684,-3.2179569527062086,  08:10
Visit 259,55.939183763283445,-3.219327557900134,  08:17
Visit 566,55.9405655979927,-3.221577184965703,  08:27
Visit 803,55.93966472244665,-3.222017855227933,  08:35
Visit 106,55.93692282340218,-3.221863437167525,  08:42
Visit 810,55.93606650024651,-3.220787365404144,  08:49
Visit 550,55.93495347935637,-3.2199491071309954,  08:55
Visit 503,55.93413791621905,-3.2208583246590665,  09:01
Visit 814,55.933388478925664,-3.21994927018225,  09:07
Visit 379,55.933325770372996,-3.2192688809554313,  09:12
Visit 605,55.932687053406305,-3.217922724023709,  09:17
Visit 513,55.92162255213443,-3.232886979603995,  09:23
Depot,55.93302,-3.213618,09:51
