Run 7
Depot,55.93302,-3.213618,23:02
Visit 929,55.91599871202411,-3.194043181386901,  23:02
Visit 891,55.91525992511773,-3.1942055832971104,  23:17
Visit 559,55.91492952988122,-3.1927720780952593,  23:22
Visit 954,55.91283212483917,-3.1932038371892304,  23:27
Visit 982,55.91390434500717,-3.1963924582823293,  23:32
Visit 930,55.91469125152854,-3.196076695467044,  23:37
Visit 979,55.91580420122898,-3.1977965461785893,  23:42
Visit 117,55.91649106362492,-3.197427758247135,  23:48
Visit 782,55.916479389367026,-3.197378156054221,  23:53
Visit 454,55.915508059805866,-3.1988147314587088,  23:58
Visit 238,55.91607986088475,-3.2010326324723297,  00:06
Visit 778,55.9164408214665,-3.2020570097387075,  00:11
Depot,55.93302,-3.213618,00:45
