Run 63
Depot,55.93302,-3.213618,21:09
Visit 167,55.94413501464982,-3.221916036688565,  21:09
Visit 459,55.94356845103082,-3.2199728581298346,  21:21
Visit 606,55.9434807535671,-3.219451796191852,  21:26
Visit 152,55.942976546253504,-3.2197043616903156,  21:31
Visit 468,55.948394520693974,-3.2147873927868065,  21:37
Visit 365,55.95479327878854,-3.215544468730876,  21:44
Visit 103,55.964514970323755,-3.2109578259727143,  21:52
Visit 223,55.96332321412696,-3.205332120096084,  22:04
Visit 873,55.96005950623649,-3.201126874480378,  22:11
Visit 735,55.959485854838086,-3.1998210698776557,  22:18
Visit 976,55.895544963770234,-3.203250069922801,  22:24
Depot,55.93302,-3.213618,23:25
