Run 56
Depot,55.93302,-3.213618,04:54
Visit 912,55.941458801736786,-3.2039994283611355,  04:54
Visit 276,55.94140517931901,-3.2039832438400175,  05:03
Visit 315,55.94231274179414,-3.2048746416521605,  05:08
Visit 205,55.94229802923814,-3.205194023907756,  05:14
Visit 349,55.94204461830295,-3.2055479301464236,  05:19
Visit 596,55.94242698060785,-3.2056652595739976,  05:25
Visit 363,55.94323646050934,-3.2059204875828162,  05:30
Visit 525,55.94375924148534,-3.2059272367823897,  05:36
Visit 53,55.93984606128886,-3.207254728211125,  05:41
Visit 475,55.93938232722769,-3.2073874451482327,  05:50
Visit 699,55.93808825496943,-3.2076468076052915,  05:55
Visit 829,55.93590741593739,-3.207880474977975,  06:02
Visit 464,55.93587372359296,-3.20662259331424,  06:08
Visit 40,55.93402029439948,-3.2069355574459837,  06:15
Visit 651,55.93381852575318,-3.2059856721808737,  06:21
Visit 764,55.933889194943454,-3.2056068492940297,  06:27
Visit 32,55.935296204503004,-3.2101125774722905,  06:32
Visit 316,55.936272559863774,-3.2105740123525197,  06:39
Visit 479,55.93734459113671,-3.211005647680638,  06:44
Visit 917,55.93915746989873,-3.210878698897528,  06:51
Visit 352,55.93905403422812,-3.210314366915693,  06:57
Depot,55.93302,-3.213618,07:15
