FixedVehCost,CostperDel,StaffCost,VehRunCost,Emissions,DelsByCycle,DistByCycle,Cycles,Vans
384.0,3.0205872960274514,1348.2000000000003,89.21413950455278,0.0,1.0,1.0,24,0,
384.0,3.3873424812140622,1575.0,83.5675161720794,0.0,1.0,1.0,24,0,
384.0,3.2189179477595533,1471.0000000000002,86.00752249901018,0.0,1.0,1.0,24,0,
656.0,2.5832124800579948,843.4,58.277125474970816,0.0,1.0,1.0,41,0,
640.0,2.6380609563948787,895.4,55.35075670611181,0.0,1.0,1.0,40,0,
724.0,2.954202750332569,971.0,86.38425845053904,36245.198926086974,0.9386401326699834,0.9630340774183285,35,1,
708.0,2.981884021978187,980.1999999999998,109.87606525284657,72497.55972623553,0.8772802653399668,0.9248506437785458,34,1,
724.0,2.9325852096773697,942.4000000000001,101.94888143545383,60897.66455465415,0.9104477611940298,0.9367799645900098,35,1,
608.0,2.8034299762164645,1027.4,55.06827565852796,0.0,1.0,1.0,38,0,
676.0,3.036287443616119,1059.2,95.68132850051995,45164.09925804731,0.8955223880597015,0.9562505980876493,32,1,
724.0,3.067407377955991,1037.2000000000003,88.4466489074623,41221.12418479804,0.9270315091210614,0.9570581481422359,35,1,
724.0,3.09302163047346,1034.0,107.09204317549607,72497.55972623553,0.8772802653399668,0.921250867536768,35,1,
724.0,3.011436588275824,994.4000000000001,97.49626273032179,55745.909659861005,0.966832504145937,0.9411875856667665,35,1,
628.0,3.0012002796173833,1043.3999999999999,138.32376860928235,91894.62519598339,0.8424543946932007,0.9239141820980757,29,1,
676.0,3.1056503015730668,1067.6,129.10713184855908,85753.10302578982,0.9320066334991708,0.9239439495601304,32,1,
608.0,3.139741014010934,1229.2000000000003,56.06383144859301,0.0,1.0,1.0,38,0,
660.0,3.118354963078457,1130.4,89.96804273630963,36245.198926086974,0.9386401326699834,0.9650571278061462,31,1,
644.0,3.1267336160738455,1129.2,112.22037049252877,69718.30474789084,0.9087893864013267,0.9324163130158659,30,1,
528.0,3.125337913668478,1298.8,57.778761942092,0.0,1.0,1.0,33,0,
400.0,3.133362771816816,1403.8000000000004,85.61775140553975,0.0,1.0,1.0,25,0,
756.0,3.2038753916311986,1114.8000000000002,61.13686115361246,3918.5995865870245,0.9834162520729685,0.995770438232093,37,1,
724.0,3.19183178739625,1107.6000000000004,93.07456779993836,45164.09925804731,0.8955223880597015,0.9544278151284896,35,1,
740.0,3.2347887159844966,1122.0,88.57759573865121,40663.64509740061,0.9635157545605307,0.9579907183810779,36,1,
708.0,3.177709560642834,1094.0000000000002,114.15886506762861,74195.81471602063,0.8739635157545605,0.9268560829647136,34,1,
756.0,3.179896174045039,1059.6000000000001,101.87739294915824,61177.38863355688,0.9137645107794361,0.9362164037988846,37,1,
756.0,3.1724197835554038,1028.6000000000001,128.36912948390852,85753.10302578982,0.9320066334991708,0.9231471356373269,37,1,
744.0,3.2703071946004063,1058.6000000000001,169.3952383440447,143480.20062079353,0.8689883913764511,0.8750153338323509,26,2,
740.0,3.291702478678259,1184.2000000000003,60.69659464299002,3918.5995865870245,0.9834162520729685,0.9957383598774191,36,1,
724.0,3.367150195024547,1211.0000000000002,95.39156759980143,48569.87287854724,0.8938640132669984,0.9510040975081826,35,1,
708.0,3.266132400515208,1166.8000000000002,94.67783751067005,48619.516301063035,0.9436152570480929,0.9503613081206639,34,1,
708.0,3.3215490209980927,1182.4000000000003,112.49405966184953,74195.81471602063,0.8739635157545605,0.9249038338870782,34,1,
676.0,3.22341774986067,1162.1999999999998,105.52090316598431,63284.39421792515,0.9369817578772802,0.9363533345644293,32,1,
660.0,3.3317708221871953,1220.2000000000003,128.8578057788786,91894.62519598339,0.8424543946932007,0.9131295411636893,31,1,
740.0,3.482486812603612,1230.8000000000002,129.13954799997768,89451.69761667379,0.9336650082918739,0.9178163964026484,36,1,
760.0,3.5375339928492715,1221.2,151.93299768811087,123264.84247742262,0.8208955223880597,0.8866722834847,27,2,
708.0,3.2858346558475193,1129.0000000000002,144.35829747605382,108451.56379581912,0.9038142620232172,0.9037016448684413,34,1,
560.0,3.195997604288821,1309.6,57.58655538615927,0.0,1.0,1.0,35,0,
724.0,3.5082822609829267,1296.0,95.49420337270466,48569.87287854724,0.8938640132669984,0.9510843197559944,35,1,
708.0,3.650203589200702,1406.8000000000002,86.2727642880231,35378.940298027796,0.9585406301824212,0.9641915707203361,34,1,
676.0,3.4477418487677456,1291.6000000000006,111.38833480695034,74195.81471602063,0.8739635157545605,0.9235485625222207,32,1,
692.0,3.4837785786394595,1304.8,103.91848291959371,55735.95861864324,0.9535655058043118,0.9469026611856137,33,1,
644.0,3.4985241305239305,1335.6,130.01005070593007,86212.75192127067,0.8888888888888888,0.9241674206569696,30,1,
676.0,3.5864182959911304,1356.7999999999997,129.81023248265177,85753.10302578982,0.9320066334991708,0.9246878615712081,32,1,
744.0,3.6636235876134986,1310.6000000000001,154.56502333093968,123264.84247742262,0.8208955223880597,0.8908558128079429,26,2,
728.0,3.7324264713249966,1370.2,152.45316220897266,110088.41103610501,0.9038142620232172,0.9109973846887832,25,2,
760.0,4.051701031332722,1592.0000000000007,91.17572189363078,28816.712054527594,0.966832504145937,0.974630599223376,27,2,
760.0,4.01921048842144,1549.4,114.18392451812858,55266.227207291915,0.9104477611940298,0.9546002593245746,27,2,
