FixedVehCost,CostperDel,StaffCost,VehRunCost,Emissions,DelsByCycle,DistByCycle,Cycles,Vans
1508.0,3.4166819634842973,485.0,894.0962591442311,1202122.8678544438,0.08520710059171598,0.07512651202138397,2,9,
1508.0,3.630590743751901,735.0,824.8491784703565,1097387.150319612,0.06745562130177515,0.1708875149993537,2,9,
1604.0,4.099900373358786,758.5999999999999,1101.8158154881744,1462320.7932038081,0.22603550295857988,0.1902671925989578,8,9,
1260.0,3.177764979548548,658.0,767.2114077185229,1007852.411485255,0.17988165680473372,0.26359301674685104,7,7,
1144.0,3.0705081006326367,693.2,757.3793450345783,998603.8965988854,0.19053254437869824,0.23876868191114808,10,6,
1456.0,3.475266065136266,652.4,828.1998250401448,1085668.0309392028,0.2272189349112426,0.27720301441000994,9,8,
1572.0,3.4705948341565995,711.0,649.6526348623267,839092.7279349015,0.23668639053254437,0.36054779706478723,6,9,
1652.0,3.63629342633794,814.2,606.4679452555595,771805.7201182023,0.2958579881656805,0.4274994841920106,11,9,
768.0,2.748696454843866,956.8000000000001,597.8485043430663,721742.3051561604,0.5289940828402366,0.5869332456749602,7,4,
1012.0,2.87444582619064,920.1999999999999,496.70672313109094,600637.2977296019,0.4887573964497041,0.5831846806719867,12,5,
932.0,2.962910933198933,959.2,612.4597385530988,730512.6273069136,0.3739644970414201,0.6124348853905349,7,5,
784.0,2.748496557564361,1146.2,392.27959114188536,396397.32759363233,0.5739644970414202,0.7990133823369174,8,4,
1176.0,3.213784828789406,1176.2,363.44818032704836,374666.0495510762,0.5893491124260355,0.7856714898751671,12,6,
1292.0,3.2870616537812594,1060.4,425.167097445164,472482.9657636115,0.5349112426035503,0.7186058902068785,9,7,
816.0,2.7410469856352306,1010.8000000000001,489.3847028617699,554458.6105091193,0.5798816568047337,0.6952094886516273,10,4,
1668.0,3.5190837138151276,835.8000000000001,469.82573817378267,558976.7829439378,0.40710059171597635,0.6173981313476272,12,9,
768.0,2.788536785334147,1045.2,543.113583607354,636282.6629469262,0.5952662721893491,0.6454646724613452,7,4,
1652.0,3.7767758932757554,1045.8,493.57562981801294,587930.8724966467,0.4911242603550296,0.6150717040322418,11,9,
980.0,3.411524913276366,1349.0000000000002,553.7385517185293,635936.9706686597,0.5988165680473373,0.6766465599652596,10,5,
1176.0,3.1614258076336013,1099.4,396.00480745039295,425950.53619784623,0.6035502958579881,0.7516389169380945,12,6,
668.0,2.7525979603874204,1233.6,424.34527652737046,445039.2436834002,0.6627218934911243,0.7729054764068075,11,3,
1488.0,3.6011821502980133,1112.2000000000003,442.79891700182077,499171.38620707893,0.6082840236686391,0.7015954782668585,11,8,
784.0,2.7944632871941018,1114.0000000000002,463.3214776790157,502439.69573187333,0.6958579881656805,0.7440329177855513,8,4,
1668.0,3.8521262168119077,1119.2,467.846653206062,530048.7768959331,0.6106508875739645,0.6952287245554581,12,9,
