
A-n32-k5.vrp,1,,ROUTES,10,5600,2274.381740617463
A-n32-k5.vrp,1,,TIMESPAN,15,3148,1951.2539408502246
A-n32-k5.vrp,1,,DIST,10,4520,1699.4758010155888

A-n32-k5.vrp,1,,ROUTES,9,5092,2124.2327476613405
A-n32-k5.vrp,1,,TIMESPAN,8,3060,1577.6644684648004
A-n32-k5.vrp,1,,DIST,10,4951,1817.104770823705

A-n32-k5.vrp,1,,ROUTES,11,4949,2293.220663763771
A-n32-k5.vrp,1,,TIMESPAN,13,3573,2072.7019195807625
A-n32-k5.vrp,1,,DIST,12,4290,1934.2009986456737

A-n32-k5.vrp,1,,ROUTES,10,4908,2310.723409415788
A-n32-k5.vrp,1,,TIMESPAN,18,3396,2514.6016701772633
A-n32-k5.vrp,1,,DIST,9,4478,1901.9640597310668

A-n32-k5.vrp,1,,ROUTES,12,5649,2403.7215992031165
A-n32-k5.vrp,1,,TIMESPAN,16,3444,1899.5198959342547
A-n32-k5.vrp,1,,DIST,10,4337,1738.1094396591639

A-n32-k5.vrp,1,,ROUTES,11,5818,2126.502209058066
A-n32-k5.vrp,1,,TIMESPAN,9,3272,1847.3157871975177
A-n32-k5.vrp,1,,DIST,10,4408,1637.8407962964625

A-n32-k5.vrp,1,,ROUTES,10,5383,2267.6231452557963
A-n32-k5.vrp,1,,TIMESPAN,8,3233,1859.0927399430807
A-n32-k5.vrp,1,,DIST,10,5092,1544.914813608352

A-n32-k5.vrp,1,,ROUTES,10,5109,2357.6276104189715
A-n32-k5.vrp,1,,TIMESPAN,10,3315,2004.4749149477848
A-n32-k5.vrp,1,,DIST,11,4753,1806.3507343423153

A-n32-k5.vrp,1,,ROUTES,11,5031,2448.267306678287
A-n32-k5.vrp,1,,TIMESPAN,10,3330,1873.903429541098
A-n32-k5.vrp,1,,DIST,9,4510,1667.2786800383367

A-n32-k5.vrp,1,,ROUTES,9,5097,2394.8062324430216
A-n32-k5.vrp,1,,TIMESPAN,9,3121,1734.7620493665033
A-n32-k5.vrp,1,,DIST,12,5524,1866.5116701959687

A-n33-k5.vrp,1,,ROUTES,10,4441,1782.2005238516663
A-n33-k5.vrp,1,,TIMESPAN,12,2478,1284.7692280062026
A-n33-k5.vrp,1,,DIST,12,4801,1323.468810063091

A-n33-k5.vrp,1,,ROUTES,9,4649,1877.310322246742
A-n33-k5.vrp,1,,TIMESPAN,17,2546,1547.8729353754848
A-n33-k5.vrp,1,,DIST,12,4618,1283.3522824929967

A-n33-k5.vrp,1,,ROUTES,10,5033,1826.4789898979602
A-n33-k5.vrp,1,,TIMESPAN,11,2679,1630.2906722449297
A-n33-k5.vrp,1,,DIST,11,4449,1305.2268858608177

A-n33-k5.vrp,1,,ROUTES,10,4403,1777.2949419545766
A-n33-k5.vrp,1,,TIMESPAN,16,2721,1623.636050212859
A-n33-k5.vrp,1,,DIST,12,5191,1389.3660682485233

A-n33-k5.vrp,1,,ROUTES,10,4849,1740.7862679238206
A-n33-k5.vrp,1,,TIMESPAN,17,2597,1625.5913716592825
A-n33-k5.vrp,1,,DIST,12,4540,1342.2364947646788

A-n33-k5.vrp,1,,ROUTES,11,4735,1909.928088241401
A-n33-k5.vrp,1,,TIMESPAN,13,2600,1602.1827106189676
A-n33-k5.vrp,1,,DIST,10,4191,1228.1665123864573

