
A-n32-k5.vrp,2,,ROUTES,10,5363,2281.4959346166843
A-n32-k5.vrp,2,,TIMESPAN,9,2829,1840.0843292430936
A-n32-k5.vrp,2,,DIST,9,5442,1690.6817857804072

A-n32-k5.vrp,2,,ROUTES,10,4195,2228.8615577279816
A-n32-k5.vrp,2,,TIMESPAN,13,3272,1698.4837719070651
A-n32-k5.vrp,2,,DIST,9,4872,1626.7695093731438

A-n32-k5.vrp,2,,ROUTES,8,4874,1983.305391801277
A-n32-k5.vrp,2,,TIMESPAN,17,3210,2330.671133468555
A-n32-k5.vrp,2,,DIST,10,4623,1614.1991948019472

A-n32-k5.vrp,2,,ROUTES,10,5337,2057.304855767481
A-n32-k5.vrp,2,,TIMESPAN,13,2783,2240.5035278499304
A-n32-k5.vrp,2,,DIST,10,4533,1712.3578090375343

A-n32-k5.vrp,2,,ROUTES,10,5140,2433.3040704831997
A-n32-k5.vrp,2,,TIMESPAN,14,3229,2361.287834561683
A-n32-k5.vrp,2,,DIST,9,4103,1651.8423582003809

A-n32-k5.vrp,2,,ROUTES,11,6394,2374.5262573304904
A-n32-k5.vrp,2,,TIMESPAN,18,3004,2185.146318389088
A-n32-k5.vrp,2,,DIST,14,4800,1827.1172474464822

A-n32-k5.vrp,2,,ROUTES,10,5373,2104.1590480694385
A-n32-k5.vrp,2,,TIMESPAN,10,3213,2195.760525566811
A-n32-k5.vrp,2,,DIST,9,4026,1550.792785150279

A-n32-k5.vrp,2,,ROUTES,10,5219,1939.2431246954752
A-n32-k5.vrp,2,,TIMESPAN,10,3004,1872.4975009597304
A-n32-k5.vrp,2,,DIST,9,4887,1706.214515950594

A-n32-k5.vrp,2,,ROUTES,9,4911,2141.2167262369317
A-n32-k5.vrp,2,,TIMESPAN,12,2829,1787.4396841327516
A-n32-k5.vrp,2,,DIST,12,4904,1863.113904169194

A-n32-k5.vrp,2,,ROUTES,9,5655,2206.8450422552683
A-n32-k5.vrp,2,,TIMESPAN,15,3268,2359.5153534920423
A-n32-k5.vrp,2,,DIST,10,5445,1802.0249236505979

A-n33-k5.vrp,2,,ROUTES,9,4023,1708.1784750466793
A-n33-k5.vrp,2,,TIMESPAN,15,2516,1845.3631336976941
A-n33-k5.vrp,2,,DIST,10,4325,1279.0579643834456

A-n33-k5.vrp,2,,ROUTES,10,3962,1737.9186960610243
A-n33-k5.vrp,2,,TIMESPAN,17,2447,1535.5025148447348
A-n33-k5.vrp,2,,DIST,13,4084,1348.8017849502462

A-n33-k5.vrp,2,,ROUTES,10,4959,1703.7650850166997
A-n33-k5.vrp,2,,TIMESPAN,16,2707,1640.8899248096168
A-n33-k5.vrp,2,,DIST,15,4465,1391.3673168815058

A-n33-k5.vrp,2,,ROUTES,10,5406,1962.8734673128884
A-n33-k5.vrp,2,,TIMESPAN,15,2263,1658.4879357487666
A-n33-k5.vrp,2,,DIST,12,4581,1301.414069289961

A-n33-k5.vrp,2,,ROUTES,9,5406,1849.5111003119175
A-n33-k5.vrp,2,,TIMESPAN,16,2681,1733.713032850485
A-n33-k5.vrp,2,,DIST,12,5043,1380.6685789432177

A-n33-k5.vrp,2,,ROUTES,10,4874,1688.5307783568321
A-n33-k5.vrp,2,,TIMESPAN,19,2766,2052.8085612103114
A-n33-k5.vrp,2,,DIST,18,4631,1501.6473326983717

A-n33-k5.vrp,2,,ROUTES,10,4515,2006.6879979954292
A-n33-k5.vrp,2,,TIMESPAN,20,2754,1800.9766219597614
A-n33-k5.vrp,2,,DIST,10,4879,1372.4925812109132

A-n33-k5.vrp,2,,ROUTES,10,4729,1797.7913373095128
A-n33-k5.vrp,2,,TIMESPAN,16,2652,1773.0417565456928
A-n33-k5.vrp,2,,DIST,11,5162,1311.2901791929874

A-n33-k5.vrp,2,,ROUTES,10,4521,1850.7517391819677
A-n33-k5.vrp,2,,TIMESPAN,19,2706,2026.0839277443868
A-n33-k5.vrp,2,,DIST,11,4436,1353.4359051817144

A-n33-k5.vrp,2,,ROUTES,10,5076,1901.4019730598889
A-n33-k5.vrp,2,,TIMESPAN,15,2632,1490.328822617372
A-n33-k5.vrp,2,,DIST,11,4978,1340.904600217487

A-n33-k6.vrp,2,,ROUTES,11,5272,1721.8128906959487
A-n33-k6.vrp,2,,TIMESPAN,16,2343,1727.1880871392286
A-n33-k6.vrp,2,,DIST,11,4793,1226.5401990308965

A-n33-k6.vrp,2,,ROUTES,11,5623,1771.7712937739852
A-n33-k6.vrp,2,,TIMESPAN,18,2594,1841.997769757672
A-n33-k6.vrp,2,,DIST,8,3658,1265.9752192568005

A-n33-k6.vrp,2,,ROUTES,10,5080,1723.4617621609605
A-n33-k6.vrp,2,,TIMESPAN,21,2550,1870.6094238856815
A-n33-k6.vrp,2,,DIST,13,4811,1345.652432488709

A-n33-k6.vrp,2,,ROUTES,10,4696,1664.8784893376849
A-n33-k6.vrp,2,,TIMESPAN,21,2659,1811.2415683953714
A-n33-k6.vrp,2,,DIST,11,4052,1313.0145166044433

A-n33-k6.vrp,2,,ROUTES,11,4809,1762.4536431249494
A-n33-k6.vrp,2,,TIMESPAN,13,2082,1496.2361122198986
A-n33-k6.vrp,2,,DIST,13,4156,1361.198721476808

A-n33-k6.vrp,2,,ROUTES,11,4849,1818.6290409761255
A-n33-k6.vrp,2,,TIMESPAN,18,2716,1681.7688765789064
A-n33-k6.vrp,2,,DIST,10,4588,1327.5476137782673

A-n33-k6.vrp,2,,ROUTES,10,5111,1737.0728923399747
A-n33-k6.vrp,2,,TIMESPAN,19,2548,1813.6010660901038
A-n33-k6.vrp,2,,DIST,11,4174,1392.8217611181901

A-n33-k6.vrp,2,,ROUTES,10,5366,1696.164828284308
A-n33-k6.vrp,2,,TIMESPAN,21,2340,2049.0805602217215
A-n33-k6.vrp,2,,DIST,10,4829,1268.8013517390184

A-n33-k6.vrp,2,,ROUTES,11,5573,2013.3242519433672
A-n33-k6.vrp,2,,TIMESPAN,18,2426,1729.6143773320896
A-n33-k6.vrp,2,,DIST,10,4217,1189.4267097749062

A-n33-k6.vrp,2,,ROUTES,11,5278,1768.3038851635974
A-n33-k6.vrp,2,,TIMESPAN,19,2064,1599.509314144479
A-n33-k6.vrp,2,,DIST,10,4183,1248.3525049913342

A-n34-k5.vrp,2,,ROUTES,11,5828,2117.926125329433
A-n34-k5.vrp,2,,TIMESPAN,17,3244,2079.2212301414575
A-n34-k5.vrp,2,,DIST,10,5392,1592.7808525404487

