FixedVehCost,CostperDel,StaffCost,VehRunCost,Emissions,DelsByCycle,DistByCycle,Cycles,Vans
960.0,3.2735877901982904,1452.5999999999997,130.97771298407167,95545.20125076831,0.758043758043758,0.909208058349699,19,4,
1200.0,2.760288172454783,805.8000000000001,138.94390999736606,142039.95122127092,0.7683397683397684,0.7914379401607369,34,4,
1152.0,2.9545803660481518,1002.5999999999998,141.10894441941429,147919.42756806326,0.749034749034749,0.773278473848875,31,4,
920.0,2.3805995717186152,806.6000000000001,123.1258672253638,125671.09332152721,0.8082368082368082,0.7924963049038266,37,2,
1200.0,2.907691904189667,912.0000000000001,147.27660955537084,151336.34089504517,0.8005148005148005,0.7879144299861324,34,4,
1088.0,3.246758995159047,1276.6000000000001,158.1317392385796,161862.93049455687,0.8056628056628057,0.7905699278707661,27,4,
1264.0,2.732887922411378,769.4000000000002,90.05391571364041,75867.01485024078,0.7760617760617761,0.8765741697738517,38,4,
1232.0,2.9281301150541372,954.6000000000001,88.55709939706432,77396.51994508793,0.7747747747747747,0.8653040512195492,36,4,
840.0,2.701935225850144,1188.1999999999998,71.20367048556227,37142.17309598361,0.7850707850707851,0.949151299861708,32,2,
1200.0,3.1601002076611704,1171.6,83.79786135272929,67215.11373940972,0.7824967824967825,0.8894772578466056,34,4,
856.0,2.2807911141162487,792.4000000000002,123.77469566832507,114842.8532748966,0.7927927927927928,0.8430621131061534,33,2,
1216.0,2.7143955923843963,795.6000000000003,97.48537528267603,88239.64625263977,0.7773487773487774,0.8529349351057983,35,4,
1200.0,3.083045863532969,1096.8,98.726635965117,89437.4079173827,0.7863577863577863,0.8526201538239843,34,4,
892.0,2.9715368307653547,1314.0000000000002,102.88411750468016,77435.38937147782,0.7940797940797941,0.9033417801284601,25,3,
1216.0,3.212872480122778,1180.8,99.60191705539867,89437.4079173827,0.7863577863577863,0.8559120733528092,35,4,
1248.0,2.752233937941221,765.4,125.08576978032849,125914.31794795925,0.7812097812097812,0.8014205886553557,37,4,
1216.0,2.8316449087717825,858.2,125.98809411567474,125914.31794795925,0.7812097812097812,0.8057981309865861,35,4,
1120.0,3.0819375656391257,1144.4,130.26548850160043,126025.92181353798,0.6975546975546976,0.8237222121450193,29,4,
768.0,1.7072413471965802,522.8,35.72652677174291,0.0,1.0,1.0,48,0,
800.0,1.805117535571213,567.1999999999999,35.37632513883278,0.0,1.0,1.0,50,0,
1080.0,2.1917224652207086,563.2,59.768355476490434,36347.76595225211,0.9716859716859717,0.9348384065735837,47,2,
736.0,1.7328038250681508,573.0,37.38857207795321,0.0,1.0,1.0,46,0,
736.0,1.8951854958402106,701.8000000000001,34.75913026784357,0.0,1.0,1.0,46,0,
1280.0,2.765968387281604,808.4000000000002,60.7574369178065,40360.186437148346,0.8764478764478765,0.9239267596977421,39,4,
836.0,2.288872771746746,889.6000000000003,52.85414364722157,25850.192980122938,0.9523809523809523,0.9538893804008456,42,1,
1216.0,2.980830586470122,1025.0,75.10536568728487,60072.95051648051,0.842985842985843,0.8901550149824772,35,4,
624.0,2.4014174531298598,1203.6000000000001,38.30136108190105,0.0,1.0,1.0,39,0,
1216.0,3.238514215156155,1214.6,85.72554517633229,73067.95045286856,0.842985842985843,0.873160357435933,35,4,
1152.0,3.5909731994549756,1550.3999999999999,87.78617597651636,63636.974243954646,0.8507078507078507,0.9103221341954886,31,4,
788.0,1.9901486361464422,660.0000000000001,98.3454902857856,86636.5217667739,0.8906048906048906,0.8626521499650969,39,1,
1116.0,2.4414869888259085,686.9999999999999,94.03539031773109,85670.12670823958,0.8442728442728443,0.8504493448861462,39,3,
