FixedVehCost,CostperDel,StaffCost,VehRunCost,Emissions,DelsByCycle,DistByCycle,Cycles,Vans
208.0,1.6600918659483312,265.20000000000005,21.50737605260266,0.0,1.0,1.0,13,0,
192.0,1.5957070589082978,255.60000000000002,27.9207035546727,0.0,1.0,1.0,12,0,
208.0,1.6928306383360177,274.4,22.06353022413325,0.0,1.0,1.0,13,0,
208.0,1.707067267205002,272.59999999999997,28.106045627090595,0.0,1.0,1.0,13,0,
208.0,1.8311576262460596,315.79999999999995,21.884972621325808,0.0,1.0,1.0,13,0,
208.0,1.7406747524710673,282.79999999999995,27.921076236378063,0.0,1.0,1.0,13,0,
208.0,1.9885239665736731,364.79999999999995,19.780142038954644,0.0,1.0,1.0,13,0,
208.0,2.011821519713417,363.6,27.922812874598183,0.0,1.0,1.0,13,0,
208.0,2.145256186195628,409.4000000000001,21.886343486297026,0.0,1.0,1.0,13,0,
208.0,2.1688822648868267,410.40000000000003,27.9269149362742,0.0,1.0,1.0,13,0,
208.0,2.271971509276739,447.20000000000005,21.84750976446828,0.0,1.0,1.0,13,0,
208.0,2.363515691741988,468.40000000000003,27.927676139112414,0.0,1.0,1.0,13,0,
208.0,2.436939687869555,496.00000000000006,22.208026985127358,0.0,1.0,1.0,13,0,
208.0,2.437318243012514,490.40000000000003,27.920836417729184,0.0,1.0,1.0,13,0,
208.0,2.636090210687808,554.8000000000001,22.754882784966668,0.0,1.0,1.0,13,0,
192.0,2.6386996189373,566.4,27.932486443315383,0.0,1.0,1.0,12,0,
256.0,1.7041983991145404,235.8,16.051122936133048,0.0,1.0,1.0,16,0,
224.0,1.7005342688786989,254.79999999999998,27.95921212585225,0.0,1.0,1.0,14,0,
224.0,1.7253066555013359,269.6,20.54138333939807,0.0,1.0,1.0,14,0,
436.0,2.2408369099600494,206.8,24.96939916809465,15424.270556452186,0.8791946308724832,0.9330763370685174,17,1,
420.0,2.230254312111794,215.0,29.615785009314653,15471.39109453316,0.9463087248322147,0.9490352028916894,16,1,
420.0,2.208902119959894,207.60000000000002,30.652831748048545,20876.75914694085,0.8825503355704698,0.920366202264958,16,1,
436.0,2.2287687382258308,197.6,30.573083991297477,21370.30351862094,0.9228187919463087,0.9163966518183311,17,1,
436.0,2.430995702496715,266.6,21.836719344021027,11528.744652777747,0.8993288590604027,0.9481938149278639,17,1,
288.0,1.8380477298819813,245.6,14.138223504830457,0.0,1.0,1.0,18,0,
420.0,2.2575925269415142,224.39999999999998,28.362573028571244,17100.232269220112,0.8758389261744967,0.93578358500726,16,1,
436.0,2.312496636366095,224.99999999999997,28.123997637096345,17054.535615718174,0.9530201342281879,0.9351540028122209,17,1,
436.0,2.354492112666201,235.79999999999998,29.83864957452783,23792.86379561432,0.7718120805369127,0.8908887371916182,17,1,
388.0,2.2894643661479006,261.8,32.460381112074366,23792.86379561432,0.7718120805369127,0.9083440259093661,14,1,
420.0,2.288090959195884,229.20000000000002,32.6511058403734,28463.150824585708,0.8355704697986577,0.8661425651285095,16,1,
420.0,2.3877981049675805,261.4,30.163835280338883,23044.95099857013,0.8657718120805369,0.9003307172536678,16,1,
436.0,2.3358004498475675,229.20000000000005,30.86853405457512,23792.008703067666,0.9093959731543624,0.8984909317541458,17,1,
436.0,2.3294798069560523,230.2,27.98498247290366,18726.739094674227,0.9429530201342282,0.9229054119252077,17,1,
388.0,2.3129040482868106,259.00000000000006,42.2454063894695,31864.43741173363,0.7885906040268457,0.9029167778357347,14,1,
388.0,2.3002800288725904,255.60000000000002,41.88344860403198,34243.634081689146,0.8154362416107382,0.8847120266540353,14,1,
388.0,2.3085465716272076,253.39999999999998,46.546878344907846,33238.96814455978,0.8758389261744967,0.9129061918141909,14,1,
372.0,2.219721177671147,247.39999999999998,42.07691094600184,20876.37485771895,0.9798657718120806,0.9528878746300956,13,1,
372.0,2.2189886259190144,239.0,50.258610523866366,39991.21592701778,0.6946308724832215,0.89138440853148,13,1,
420.0,2.47749849874187,296.00000000000006,22.294552625077117,12855.477114918913,0.8489932885906041,0.9403713001962426,16,1,
304.0,2.00706205489465,279.80000000000007,14.304492358605748,0.0,1.0,1.0,19,0,
420.0,2.486434342969464,293.2,27.75743420490022,20669.373849262254,0.8791946308724832,0.9054100150418326,16,1,
420.0,2.4154194126093254,271.6,28.194984957578882,17100.232269220112,0.8758389261744967,0.9351369793555843,16,1,
420.0,2.518678862633678,301.8,28.76630106483601,15471.39109453316,0.9463087248322147,0.9466713988026297,16,1,
