FixedVehCost,CostperDel,StaffCost,VehRunCost,Emissions,DelsByCycle,DistByCycle,Cycles,Vans
868.0,3.017289292815436,1032.9999999999995,102.48009042944969,27236.049757628218,0.9894578313253012,0.9795503489463389,44,1,
884.0,3.226419920105037,1147.0000000000002,111.34282694974443,52742.910159055755,0.8990963855421686,0.9560226998472491,45,1,
836.0,3.174744776407325,1180.2,91.83053153446401,30278.944755691078,0.9322289156626506,0.9732189522750259,42,1,
868.0,3.1615658008882748,1112.0,119.2796917898146,63349.638695155554,0.963855421686747,0.9477118720920777,44,1,
904.0,3.3463137955315827,1173.1999999999998,144.7523602329709,90411.35106744013,0.8780120481927711,0.9317895187353258,36,2,
804.0,3.1743960350579403,1170.6,133.19896727847248,83429.27314426491,0.9201807228915663,0.9314568251961277,40,1,
804.0,3.2860356421744594,1268.6000000000004,109.3276664038408,52742.910159055755,0.8990963855421686,0.9548202324903596,40,1,
672.0,3.104825333394395,1319.2,70.40402137387817,0.0,1.0,1.0,42,0,
836.0,3.2431520541010315,1188.2,129.25296392308496,73174.92570113702,0.8960843373493976,0.942126541463179,42,1,
836.0,3.3040566338002644,1239.0000000000002,118.89360484337551,62795.172188729215,0.9608433734939759,0.9481617004149993,42,1,
804.0,3.3205452925392898,1262.6,138.24207424608875,84536.6365035306,0.8990963855421686,0.9342236088660052,40,1,
804.0,3.2590293015607714,1230.0,129.99545623635223,83429.27314426491,0.9201807228915663,0.9284749796146874,40,1,
872.0,3.4251123507262,1219.8,182.47460088219717,130234.00410601721,0.9186746987951807,0.91299716710399,34,2,
804.0,3.412822858415538,1351.6000000000001,110.51437798791707,52742.910159055755,0.8990963855421686,0.9555361894918107,40,1,
704.0,3.1735329719238456,1332.8,70.42589335743355,0.0,1.0,1.0,44,0,
772.0,3.5119627566558744,1441.2000000000005,118.7432704195001,59932.537167465365,0.8990963855421686,0.9516523075290328,38,1,
788.0,3.4545907835516254,1387.8,118.04828027827911,62086.390132479464,0.9292168674698795,0.9484999748704638,39,1,
788.0,3.4790420256707435,1365.4,156.6839050453738,113804.25291294068,0.8855421686746988,0.909976922809462,39,1,
756.0,3.364715036812987,1348.4,129.77078444382312,83429.27314426491,0.9201807228915663,0.9282560884110862,37,1,
