Key,FixedVehCost,CostperDel,StaffCost,VehRunCost,Emissions,DelsByCycle,DistByCycle,Cycles,Vans
0:2:6:2:0:9:9:9:0,464.0,1.4938742257264737,895.1999999999999,61.4743886658766,0.0,1.0,1.0,29,0,
0:2:7:2:0:9:9:9:0,464.0,1.6379720855387017,1031.4,62.31145334730519,0.0,1.0,1.0,29,0,
0:2:8:2:0:9:9:9:0,464.0,1.6702809366472309,1063.6000000000004,60.83717075151625,0.0,1.0,1.0,29,0,
0:2:9:2:0:9:9:8:0,432.0,1.7589353138745982,1174.2000000000003,66.5474834947426,0.0,1.0,1.0,27,0,
0:3:8:2:0:9:9:9:0,464.0,1.7830125726052346,1166.5999999999997,65.04495654757838,0.0,1.0,1.0,29,0,
0:3:9:2:0:9:9:9:0,464.0,1.9474347956912632,1329.7999999999997,58.21049070239158,0.0,1.0,1.0,29,0,
0:4:9:2:0:9:9:9:0,448.0,2.3811659338701556,1749.6,66.88880311051794,0.0,1.0,1.0,28,0,
1:2:3:1:0:9:9:9:0,800.0,1.390208525203444,488.6,33.488307468475256,0.0,1.0,1.0,50,0,
1:2:4:1:0:9:9:9:0,784.0,1.4600889547574416,570.9999999999999,33.54459597432713,0.0,1.0,1.0,49,0,
1:2:4:2:0:9:9:9:0,868.0,1.6207657098696122,613.4000000000001,59.94819008600119,31418.25850811308,0.9558359621451105,0.9487804769701293,44,1,
1:2:5:1:0:9:9:9:0,736.0,1.5270686326944158,679.8000000000001,36.44226969238941,0.0,1.0,1.0,46,0,
1:2:5:2:0:9:9:9:0,820.0,1.7170006907982247,755.9999999999999,56.86765694911183,24085.88001690928,0.961093585699264,0.9625451725167329,41,1,
1:2:5:2:1:8:9:9:0,920.0,1.7666126871147632,682.8000000000002,77.24866544613953,51352.13979072717,0.882229232386961,0.9238269431270751,37,2,
1:2:5:2:1:9:9:9:0,852.0,1.6966647599186468,692.2,69.32818668263292,44355.182344069464,0.9684542586750788,0.9288675945194128,43,1,
1:2:5:3:1:9:9:9:0,856.0,1.7676419062312605,739.4000000000002,85.62745282592843,50704.43602199205,0.9053627760252366,0.9376943357291255,33,2,
1:2:5:3:2:8:8:9:0,824.0,1.7800473481787744,760.1999999999998,108.62502811801451,85256.64484189302,0.8738170347003155,0.8945332130986828,31,2,
1:2:6:1:0:9:9:9:0,736.0,1.6447695523530201,790.8000000000002,37.3758442877219,0.0,1.0,1.0,46,0,
1:2:6:2:0:9:9:9:0,836.0,1.7690097107760043,789.2000000000002,57.128234947979706,24085.88001690928,0.961093585699264,0.9627840456819288,42,1,
1:2:6:2:1:9:9:9:0,772.0,1.7607921659710695,828.3999999999999,74.11334983848732,44708.098969794875,0.9127234490010515,0.9357253285876906,38,1,
1:2:6:3:1:9:9:9:0,692.0,1.7681109403467572,902.5999999999998,86.8735042697664,47865.275865965436,0.9095688748685594,0.9445951075777751,33,1,
1:2:7:1:0:9:9:9:0,720.0,1.7581697441145672,912.2000000000002,39.819426652953275,0.0,1.0,1.0,45,0,
1:2:7:2:0:9:9:9:0,692.0,1.7784959445274542,934.6,64.74964324560885,24085.88001690928,0.961093585699264,0.9686347233208208,33,1,
