13,15
16,18
17,19
9,11
16,18
19,21
13,15
9,11
15,17
11,13
16,18
20,22
17,19
14,16
20,22
14,16
10,12
16,18
13,15
20,22
20,22
20,22
17,19
14,16
12,14
19,21
8,10
16,18
20,22
18,20
18,20
11,13
12,14
9,11
19,21
18,20
15,17
10,12
20,22
12,14
10,12
15,17
11,13
10,12
12,14
16,18
11,13
9,11
19,21
19,21
12,14
9,11
17,19
20,22
17,19
18,20
16,18
9,11
13,15
15,17
8,10
10,12
20,22
19,21
9,11
11,13
17,19
17,19
10,12
18,20
13,15
14,16
18,20
17,19
11,13
11,13
20,22
16,18
18,20
15,17
18,20
16,18
9,11
10,12
9,11
14,16
15,17
10,12
14,16
11,13
8,10
19,21
14,16
19,21
19,21
18,20
20,22
19,21
13,15
19,21
10,12
