12,17
8,13
17,22
8,13
11,16
8,13
16,21
17,22
17,22
14,19
14,19
17,22
13,18
11,16
11,16
16,21
15,20
11,16
8,13
14,19
11,16
13,18
8,13
15,20
9,14
17,22
16,21
13,18
13,18
14,19
10,15
12,17
9,14
8,13
15,20
8,13
9,14
11,16
17,22
8,13
15,20
8,13
13,18
14,19
14,19
10,15
12,17
12,17
16,21
12,17
14,19
17,22
8,13
12,17
14,19
14,19
17,22
12,17
12,17
16,21
9,14
9,14
16,21
9,14
8,13
15,20
13,18
14,19
15,20
9,14
16,21
14,19
14,19
15,20
10,15
8,13
13,18
9,14
13,18
15,20
14,19
11,16
16,21
8,13
12,17
14,19
12,17
12,17
10,15
15,20
16,21
17,22
10,15
9,14
8,13
9,14
16,21
8,13
12,17
11,16
14,19
