FixedVehCost,CostperDel,StaffCost,VehRunCost,Emissions,DelsByCycle,DistByCycle,Cycles,Vans
672.0,3.111895694667798,433.6,780.2087909686857,1044406.9873687346,0.132013201320132,0.11741682938675435,1,4,
704.0,3.512791802304986,555.8000000000001,868.9518321968214,1155150.9306308841,0.15346534653465346,0.1772910145033269,3,4,
688.0,3.203378882028738,515.4,737.8476025094153,982485.1971381814,0.2079207920792079,0.1637814762324625,2,4,
720.0,3.74338188196684,593.0000000000001,955.489420471905,1268962.9652852712,0.23267326732673269,0.18502037089064105,4,4,
688.0,3.042512985958231,473.0,682.7628694906881,899448.0044015552,0.16006600660066006,0.24471365548918206,2,4,
704.0,3.3090350368678765,650.6,650.6752323419333,849723.8376305165,0.17491749174917492,0.3004376523722514,3,4,
720.0,3.5223414252732,705.0,709.538903715559,926042.8892778168,0.18811881188118812,0.3039560183347143,4,4,
704.0,2.974856346817432,563.8,534.9629461713638,685508.7910717773,0.2887788778877888,0.3980793319210531,3,4,
720.0,3.1174753716544603,610.8000000000001,558.390075222603,718357.8856822788,0.30363036303630364,0.37990776748093813,4,4,
720.0,3.5538586298838117,735.0,698.6383297095902,905787.781688183,0.2607260726072607,0.3410065160094809,4,4,
556.0,2.9558340396436398,555.4000000000001,679.8354280240457,870309.4936929408,0.38943894389438943,0.4023755465598943,4,3,
720.0,3.1476435304367754,696.8000000000001,490.6719794446858,613368.2867511018,0.3811881188118812,0.49275015018739876,4,4,
720.0,3.5593777469471295,802.6000000000001,634.3829146499605,800237.6670940686,0.3465346534653465,0.46151188877003857,4,4,
720.0,3.2402637671535386,720.2,523.3998428950443,656689.6333935335,0.41089108910891087,0.4804976545255201,4,4,
556.0,2.729487383031431,679.8000000000001,418.269354117047,496945.42054726835,0.44554455445544555,0.6200928052443889,4,3,
752.0,3.193271036087869,552.6,630.5222478692485,814858.1687538469,0.38613861386138615,0.3576156151175744,6,4,
736.0,3.2566822480885738,651.8,585.7494423416758,750405.7489309672,0.28052805280528054,0.39916091586914965,5,4,
752.0,3.7268460289646126,746.0,760.4686935525551,983720.8722205528,0.30363036303630364,0.35281980258194634,6,4,
572.0,3.08125899016167,660.4,634.8429480379721,813546.5338301846,0.4306930693069307,0.3978031227912654,5,3,
588.0,2.8255424250462475,648.4,475.87870957802585,600359.6154562146,0.3910891089108911,0.46111182933951084,6,3,
736.0,3.5461517529077486,778.5999999999999,634.3679622620958,811871.4704822495,0.3564356435643564,0.40363371084497274,5,4,
800.0,3.0966675950823985,606.8000000000001,469.7805626199335,590129.8513514645,0.4801980198019802,0.4763406876421327,9,4,
768.0,3.6410948574783677,831.1999999999999,607.3034836318911,765898.3777114714,0.4471947194719472,0.4623669336862118,7,4,
768.0,3.40863455773671,859.6,438.03254198844627,532674.7884802994,0.41089108910891087,0.570012721601404,7,4,
784.0,3.536746604386953,888.4,470.86844225849336,568469.906489842,0.5132013201320133,0.5868462198166956,8,4,
800.0,3.528970999556416,888.0000000000001,450.5564257311878,541059.6554527188,0.6518151815181518,0.5984641892166067,9,4,
736.0,3.1980550266143886,720.6000000000001,481.42134612831927,577525.4952061834,0.37458745874587457,0.600657613114269,5,4,
588.0,2.8593117963283627,828.0,316.7429485749878,332191.7365264954,0.5726072607260726,0.7729002157767358,6,3,
